MatchDatetime,season,HomeTeam,AwayTeam,FTR,Home_attack,Home_defence,Away_attack,Away_defence,Home_PPG,Away_PPG,Home_GDpg,Away_GDpg,Home_form_PPG,Away_form_PPG,Attack_diff,Defence_diff,PPG_diff,GDpg_diff,Form_PPG_diff,Interaction_home,Interaction_away,Strength_diff_abs,factual_text,opinion_text,home_n_injured,home_n_doubtful,home_n_suspended,home_n_unavailable,home_form_points,home_top_scorer_goals,home_top_scorer_missing,away_n_injured,away_n_doubtful,away_n_suspended,away_n_unavailable,away_form_points,away_top_scorer_goals,away_top_scorer_missing,diff_injured,diff_doubtful,diff_suspended,diff_unavailable,diff_form_points,diff_top_scorer_goals,diff_top_scorer_missing
2022-08-13 15:00:00,2022_2023,Arsenal,Leicester,H,2.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,3.0,1.0,0.0,-2.0,2.0,2.0,2.0,0.0,2.0,2.0,"Arsenal: Injured Nelson. Doubtful none. Suspended none. Form W. Leading scorer Martinelli 1 goal. Leicester: Injured Barnes, Bertrand, Pereira. Doubtful Fofana, Pérez. Suspended none. Form D. Leading scorers Castagne, Dewsbury-Hall 1 goal.","It is no secret that Arsenal would like extra competition in midfield and well documented, too, that Youri Tielemans heads the list of targets. But no deal has been struck with Leicester and instead the Belgian will start for the away side on Saturday, with the narrative writers already scripting one of his trademark flourishes from long range. Leicester have had a curious summer, playing hardball over the likes of Tielemans and Wesley Fofana while failing to make any reinforcements to date. They have some excellent players but it is starting to look a bit stale and the way they allowed Brentford to recover last weekend only increased the murmurings around Brendan Rodgers, who could do with freshening things up. Arsenal look in rude health by their early-season standards and should win if they replicate their fast start at Selhurst Park, but if Tielemans dishes out a midfield lesson perhaps it will convince them to meet Leicester’s price and set a few transfer dominos tumbling.",1,0,0,0,3,1,0,3,2,0,0,1,0,0,-2,-2,0,0,2,1,0
2022-08-13 15:00:00,2022_2023,Brighton,Newcastle,D,2.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,-1.0,0.0,2.0,1.0,0.0,"Brighton: Injured Moder. Doubtful none. Suspended none. Form W. Leading scorer Gross 2 goals. Newcastle: Injured Fernández, Lewis, Krafth, Shelvey. Doubtful Manquillo, Lascelles. Suspended none. Form W. Leading scorers Schär, Wilson 1 goal.","With an opening-day win apiece under their belts, Brighton host Newcastle in one of the standout match-ups this weekend. Both clubs are upwardly mobile and managed by men whose names could conceivably make up a two-man shortlist when, at some point in the future, the Football Association chooses Gareth Southgate’s successor as England manager. Graham Potter produced a tactical masterclass to help his players see off Manchester United but they will almost certainly face a far sterner test from a team unlikely to make life as easy for them as their hosts at Old Trafford. Joelinton 2.0 already seems a superior midfielder to either Scott McTominay or Fred, while Bruno Guimarães was one of the signings of last season. Expect a fascinating tactical battle from two teams harbouring genuine European ambitions.",1,0,0,0,3,2,0,4,2,0,0,3,0,0,-3,-2,0,0,0,2,0
2022-08-13 15:00:00,2022_2023,Man City,Bournemouth,H,2.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,"Manchester City: Injured Laporte, Phillips. Doubtful Palmer. Suspended none. Form W. Leading scorer Haaland 2 goals. Bournemouth: Injured Fredericks, Rothwell, Brooks. Doubtful none. Suspended none. Form W. Leading scorers Lerma, Moore 1 goal.","These sides have a couple of things in common: both recorded 2-0 victories on the opening day, both are urgently seeking to bring in playing reinforcements before the transfer window closes. Bournemouth successfully signed the Argentinian centre-back Marcos Senesi in midweek and are even above Manchester City in the embryonic table, if only by virtue of alphabetical order. While City cantered to victory at West Ham last Sunday (while enjoying 77% possession), the resourceful Bournemouth manager, Scott Parker, may yet sense an opportunity at the Etihad. Pep Guardiola’s side are often slow starters in the Premier League and the Cherries will be buoyed by a one-sided dismissal of Aston Villa. Cut the supply line to Erling Haaland and it might – a big might admittedly – be a productive afternoon for the visitors. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-13 15:00:00,2022_2023,Southampton,Leeds,D,1.0,4.0,2.0,1.0,0.0,3.0,-3.0,1.0,0.0,3.0,-1.0,3.0,-3.0,-4.0,-3.0,0.0,-2.0,3.0,"Southampton: Injured Livramento, Walcott, Lyanco. Doubtful none. Suspended none. Form L. Leading scorer Ward-Prowse 1 goal. Leeds: Injured Firpo, Dallas, Ayling. Doubtful none. Suspended none. Form W. Leading scorer Rodrigo 1 goal.","Last weekend’s fairly dismal surrender to Tottenham means Southampton have won only one of their past 13 Premier League outings. Their opening goal aside, there were familiar defensive frailties on show but little visible evidence that a summer overhaul of Ralph Hasenhüttl’s backroom team has invigorated a set of players who sleep-walked their way through the final quarter of last season. With three games to go in that campaign, Hasenhüttl bemoaned his side’s lack of “energy and sometimes belief”, but fans who convene at St Mary’s will expect better when Leeds visit. With home capacity temporarily reduced in a bid to prevent anti-social behaviour, another risible showing from the home side will prompt early relegation concerns among those fans who do take their seats.",3,0,0,0,0,1,0,3,0,0,0,3,1,0,0,0,0,0,-3,0,0
2022-08-13 15:00:00,2022_2023,Wolves,Fulham,D,1.0,2.0,2.0,2.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,"Wolves: Injured Jiménez, Chiquinho. Doubtful Traoré, Semedo. Suspended none. Form L. Leading scorer n/a. Fulham: Injured Wilson, Solomon. Doubtful Bryan. Suspended none. Form D. Leading scorer Mitrovic 2 goals.","A new formation, the captain’s armband passed on and a new marquee signing in the building, it is all change at Molineux. For the first time in more than seven years Wolves will line up without Conor Coady on their books. Coady, who signed from Huddersfield in 2015, started 196 of Wolves’s past 199 league matches – last Saturday’s defeat was the first time in that period he did not feature when available for selection as Bruno Lage opted for a new-look central defence. Instead Coady will start for Everton at Aston Villa after joining on loan with a view to a permanent move. Rúben Neves, who looks set to stay, is set to be named captain and Gonçalo Guedes, a £27.5m buy from Valencia who arrived for his first day with the agent Jorge Mendes in tow, could debut as Wolves begin life without Coady.",2,2,0,0,0,0,0,2,1,0,0,1,2,0,0,1,0,0,-1,-2,0
2022-08-13 17:30:00,2022_2023,Brentford,Man United,H,2.0,2.0,1.0,2.0,1.0,0.0,0.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,-1.0,1.0,"Brentford: Injured Ajer, Canós, Pinnock. Doubtful none. Suspended none. Form D. Leading scorers Dasilva, Toney 1 goal. Manchester United: Injured Martial, Lindelöf. Doubtful none. Suspended none. Form L. Leading scorer n/a.","“Another classic Brentford signing,” was how Thomas Frank described Mikkel Damsgaard, the Denmark winger who arrived from Sampdoria this week. It does Frank and his club huge credit that even a casual onlooker should understand exactly what he meant: few can rival them when it comes to enlisting young, high-potential talent that can fit seamlessly into their system, and it is just a bonus that many happen to be Danish too. While we are here, what is a classic Manchester United signing? That is much harder to answer given their strategy in recent years has resembled flinging mud at a wall; Marko Arnautovic will not join Damsgaard in debuting this weekend after that move failed to materialise but, even with Erik ten Hag at the helm, it is hard to discern exactly what United think they are. If they are to win at Brentford it will more likely stem from individual brilliance than a triumph of identity. For the second successive weekend United face a club who are entirely comfortable, clear and confident in their way of going about things: a similar failure to the flop against Brighton would be telling.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 14:00:00,2022_2023,Nott'm Forest,West Ham,H,0.0,2.0,0.0,2.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,"Nottingham Forest: Injured Richards. Doubtful Yates. Suspended none. Form L. Leading scorer n/a. West Ham: Injured Ogbonna, Aguerd. Doubtful Dawson, Fabianski. Suspended none. Form L. Leading scorer n/a.","Nottingham Forest and West Ham had opening-day baptisms of fire, with both finishing a clear second best to Newcastle and Manchester City respectively. Forest blooded six new recruits at St James’ Park and, should he wish to do so, Steve Cooper has plenty more to call upon against this weekend’s visitors. Speaking before his first return to the City Ground since leaving seven years ago, Michail Antonio labelled the ground “a special place to play”. Considering a sizeable contingent of Forest fans who click through the turnstiles this weekend will not have been born the last time their club hosted a Premier League match, a particularly special and memorable atmosphere is guaranteed by the River Trent on Sunday, whatever the outcome.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-14 16:30:00,2022_2023,Chelsea,Tottenham,D,1.0,0.0,4.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,-3.0,-1.0,0.0,-2.0,0.0,0.0,4.0,0.0,"Chelsea: Injured Kovacic. Doubtful none. Suspended none. Form W. Leading scorer Jorginho 1 goal. Tottenham: Injured Skipp. Doubtful none. Suspended none. Form W. Leading scorers Dier, Kulusevski 1 goal.","Thomas Tuchel did not hold back with his praise for N’Golo Kanté at the end of last season. “He is our Mo Salah, our Van Dijk, our De Bruyne,” Chelsea’s manager said. “He is Neymar, our Kylian Mbappé – he makes a difference.” Then came the caveat. For Tuchel, the frustration was how often Kanté found himself in the treatment room. The France midfielder has struggled with minor knocks since 2019, and there have been times when he has lacked the dynamism of old. That said, there is still nothing quite like watching Kanté when he is in peak condition. Few midfielders can live with the 31-year-old when he is in the mood and he will be key to Chelsea’s chances of victory when they host Tottenham on Sunday. Spurs may start as slight favourites, but the balance of power could tip back in Chelsea’s favour if Kanté overpowers Rodrigo Bentancur and Pierre-Emile Højbjerg.",1,0,0,0,3,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0
2022-08-15 20:00:00,2022_2023,Liverpool,Crystal Palace,D,2.0,2.0,0.0,2.0,1.0,0.0,0.0,-2.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,-2.0,1.0,"Liverpool: Injured Jota, Kelleher, Jones, Thiago, Konaté, Oxlade-Chamberlain. Doubtful Tsimikas. Suspended none. Form D. Leading scorers Núñez, Salah 1 goal. Crystal Palace: Injured Olise, McArthur, Butland, Ferguson, Tomkins. Doubtful none. Suspended none. Form L. Leading scorer n/a.","There will be changes in personnel for Liverpool’s first home game of the season – Thiago Alcântara is out for the foreseeable with a hamstring injury suffered on the opening day and Darwin Núñez polished his case to start when coming on against Fulham – but a change in attitude will be the priority for Jürgen Klopp against Crystal Palace. “The performance was a defeat,” said the Liverpool manager after the 2-2 draw at Craven Cottage. “Lethargic” was Jordan Henderson’s take. If there is pressure on Liverpool to rediscover their form and trademark intensity in only the second game of a new campaign then it is pressure of their own making. The margin for error among title contenders has decreased considerably in recent years, such are the punishing standards that they and Manchester City have created. Klopp’s demand for an immediate response must be answered when Patrick Vieira’s side visit on Monday.",6,1,0,0,1,0,0,5,0,0,0,0,0,0,1,1,0,0,1,0,0
2022-08-20 12:30:00,2022_2023,Tottenham,Wolves,H,3.0,1.5,0.5,1.0,2.0,0.5,1.5,-0.5,2.0,0.5,2.5,0.5,1.5,2.0,1.5,2.0,-1.0,1.5,"Tottenham: Injured Romero. Doubtful Skipp, Lenglet. Suspended none. Form WD. Leading scorers Dier, Højbjerg, Kane, Kulusevski, Sessegnon 1 goal. Wolves: Injured Jiménez, Chiquinho. Doubtful Moutinho. Suspended none. Form LD. Leading scorer Podence 1 goal.","Cutting off the supply lines between Harry Kane and Son Heung-min worked a treat for Chelsea last Sunday, until the introduction of Richarlison for the ineffective Ryan Sessegnon provided added distraction for the home side’s defenders, his off-the-ball runs repeatedly pulling them out of position. The Brazilian will be hoping to start against Wolves and his inclusion in the lineup could well spell disappointment for Son. Fitness permitting, Clément Lenglet is likely to fill in for the injured Cristian Romero and, with Sessegnon looking a good bet to make way for Ivan Perisic, Tottenham’s uncharacteristically early transfer dealings are already looking as sensible as they are shrewd. A second-half replacement for Hwang Hee-chan in his side’s scoreless draw against Fulham, it would also be no surprise to see Gonçalo Guedes make his first start for Wolves, and fellow big-money recruit Matheus Nunes could also feature. ",1,2,0,0,4,0,0,2,1,0,0,1,1,0,-1,1,0,0,3,-1,0
2022-08-20 15:00:00,2022_2023,Crystal Palace,Aston Villa,H,0.5,1.5,1.0,1.5,0.5,1.5,-1.0,-0.5,0.5,1.5,-0.5,0.0,-1.0,-0.5,-1.0,-1.0,-0.5,1.0,"Crystal Palace: Injured McArthur, Butland, Ferguson, Tomkins. Doubtful none. Suspended none. Form LD. Leading scorer Zaha 1 goal. Aston Villa: Injured Diego Carlos. Doubtful Cash, Coutinho, Hause. Suspended none. Form LW. Leading scorers Buendía, Ings 1 goal.","Having stripped Tyrone Mings of the Aston Villa captaincy and left him on the bench for their season opener, Steven Gerrard raised quizzical eyebrows when he picked the England international to start against Everton last weekend. While those outside the Villa camp can only speculate over the healthiness of Gerrard’s relationship with his former captain, the long-term achilles injury suffered by Diego Carlos ought to mean Mings features more prominently in his manager’s plans than he might have expected to a fortnight ago. The absence of Diego Carlos should prompt the return of Ezri Konsa to Villa’s starting lineup when they rock up at Crystal Palace, while the lesser-spotted Calum Chambers is also available for a recall.",4,0,0,0,1,1,0,1,3,0,0,3,0,0,3,-3,0,0,-2,1,0
2022-08-20 15:00:00,2022_2023,Everton,Nott'm Forest,D,0.5,1.5,0.5,1.0,0.0,1.5,-1.0,-0.5,0.0,1.5,0.0,0.5,-1.5,-0.5,-1.5,-0.5,-1.0,1.5,"Everton: Injured Gomes, Doucouré, Calvert-Lewin, Mina, Godfrey, Townsend. Doubtful none. Suspended none. Form LL. Leading scorer n/a. Nottingham Forest: Injured Colback, Richards. Doubtful Yates. Suspended none. Form LW. Leading scorer Awoniyi 1 goal.","In the absence of a point or a goalscorer – it is now 50 days since Richarlison was sold to Tottenham – the prospect of Amadou Onana making his full Everton debut against Nottingham Forest captures the imagination at Goodison Park. The midfielder, a recent £33m signing from Lille, made a brief but highly eventful introduction to the Premier League at Aston Villa last weekend. Replacing Conor Coady in the 81st minute, he lost possession in the buildup to Villa’s winner in the 86th, created a consolation seconds later and went close to salvaging an unlikely draw in stoppage time. Frank Lampard absolved the Belgian of blame for Villa’s second goal – “I want midfield players that want to receive the ball and play forward,” the manager said – and Onana, who had barely trained for 10 days before the game while his transfer went through, certainly offered a glimpse of the dynamic midfield presence that Everton crave. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-08-20 15:00:00,2022_2023,Fulham,Brentford,H,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,-2.0,0.0,-1.0,-2.0,-1.0,0.0,2.0,1.0,"Fulham: Injured Wilson, Solomon. Doubtful Bryan, Decordova-Reid, Pereira. Suspended none. Form DD. Leading scorer Mitrovic 2 goals. Brentford: Injured Pinnock. Doubtful Ajer, Canós. Suspended none. Form DW. Leading scorer Dasilva 2 goals.","Fulham will be hoping it’s a case of “after the lord mayor’s show” for Brentford when they visit Craven Cottage a week after their humiliation of Manchester United. While this west London match-up may lack the spice of more high-profile derbies, Marco Silva was critical of his players’ lack of first-half intensity on a sweltering afternoon at Molineux. We can expect them to come roaring out of the traps in a match that could hinge on the respective performances of the rival centre-forwards, Aleksandar Mitrovic and Ivan Toney. After his opening-day double, Mitrovic will be eager to make up for last week’s penalty miss. Interestingly, Fulham’s designated penalty taker has missed nine out of 31 career spot-kicks, while Toney has a vastly superior record of just one miss from 24.",2,3,0,0,2,2,0,1,2,0,0,4,2,0,1,1,0,0,-2,0,0
